CÓDIGO,NOME,BACIA,ALTITUDE (M),COORD_X (M),COORD_Y (M),LATITUDE (ºN),LONGITUDE (ºW),ENTIDADE,DISTRITO,CONCELHO,FREGUESIA,RIO,ÁREA DRENADA (KM2),DISTÂNCIA FOZ (KM),ENTRADA FUNCIONAMENTO,DATA FECHO,OBJECTIVO,ESTADO
06M/08,SÃO MAMEDE DE RIBATUA,DOURO,405,-,-,41.25111,-7.43361,ARH-NORTE,VILA REAL,ALIJÓ,SÃO MAMEDE DE RIBATUA,,-,-,-,-,-,-,
29G/02,SÃO MARCOS SERRA,ARADE,103,178534,43771,37.3598,-8.37539,ARH-ALGARVE,-,-,-,RIBEIRA DE ODELOUCA,-,-,01-10-2010,-,PISC-CIP-78-659 / DQA_QUIM_VIG,ATIVA,
10H/01,SÃO MARTINHO,VOUGA/RIBEIRAS COSTEIRAS,473,-,-,40.62877517,-8.194723252,ARH-CENTRO,VISEU,VOUZELA,ALCOFRA,,-,-,-,-,-,-,
25J/50,SÃO MATIAS,GUADIANA,142,224517,128033,38.118683,-7.85328,ARH-ALENTEJO,BEJA,BEJA,SÃO MATIAS,RIBEIRA DE ODEARCA,-,-,23-04-2009,-,DQA_ECOL_OPER,ATIVA,
09I/06,SÃO MIGUEL MATO,VOUGA/RIBEIRAS COSTEIRAS,290,209801,418515,40.735946,-8.017057,ARH-CENTRO,VISEU,VOUZELA,SÃO MIGUEL DO MATO,RIO TROCO,43.94,95.19,13-02-2001,-,Fluxo,ATIVA,
29E/52,SÃO MIGUEL NORTE,RIBEIRAS DO ALGARVE,17,146364,53273,37.4441,-8.73919,ARH-ALGARVE,BEJA,ODEMIRA,SÃO TEOTÓNIO,RIBEIRA SECA OU DO BARRANCO DO AZEVINHO,-,-,21-04-2009,-,DQA_ECOL_VIG,ATIVA,
29E/54,SÃO MIGUEL SUL,RIBEIRAS DO ALGARVE,8,-55272.08,-248383.77,37.429057,-8.757585,ARH-ALGARVE,FARO,ALJEZUR,ODECEIXE,RIBEIRA DE SEIXE,-,-,09-05-2013,-,DQA_ECOL_OPER,ATIVA,
12I/04,SÃO PEDRO - CAPT. 77,MONDEGO,300,206112,362756,40.294619,-7.784623,ARH-CENTRO,COIMBRA,ARGANIL,SARZEDO,RIO ALVA OU RIBEIRA DA FERVENÇA,567.97,119.56,19-02-2001,-,CAPTAÇÃO-75-440 / PISC-CIP / DQA_QUIM_VIG,ATIVA,
21A/02,SÃO PEDRO ESTORIL,RIBEIRAS DO OESTE,46,92678,194542,38.71185,-9.36698,DGA,LISBOA,CASCAIS,SÃO DOMINGOS DE RANA,RIBEIRA DE CAPARIDE,-,-,11-11-1985,-,DQA,REATIVADA,
15D/52,SÃO PEDRO MOEL,RIBEIRAS DO OESTE,61,125860,311016,39.76424,-8.99833,ARH-TEJO,LEIRIA,MARINHA GRANDE,MARINHA GRANDE,RIBEIRA DE S. PEDRO,-,-,08-10-2009,-,DQA_ECOL_OPER,ATIVA,
21M/50,SÃO ROMÃO,GUADIANA,217,267774,202083,38.78369,-7.35311,ARH-ALENTEJO,ÉVORA,VILA VIÇOSA,CILADAS,RIBEIRA DA ASSECA,-,-,27-04-2009,-,DQA_ECOL_OPER,ATIVA,
24G/02,SÃO ROMÃO SADO,SADO,6,180224,142791,38.25195,-8.35902,ARH-ALENTEJO,SETÚBAL,ALCÁCER DO SAL,TORRÃO,RIO SADO,4649.48,78.23,28-10-1985,-,IMPACTO / PISC-CIP-78-659 / SP / NITRATOS-EST_TRÓFICO,ATIVA,
12F/03,SÃO SILVESTRE,MONDEGO,9,-,-,40.22585,-8.529054,ARH-CENTRO,COIMBRA,COIMBRA,SÃO SILVESTRE,,-,-,-,-,-,-,
11E/01,SÃO TOMÉ,VOUGA/RIBEIRAS COSTEIRAS,10,147224,385111,40.433794,-8.754607,ARH-CENTRO,COIMBRA,MIRA,MIRA,RIO VOUGA,231.64,31.1,25-02-2002,-,IMPACTO / DQA_QUIM_VIG,ATIVA,
03K/02,SÃO VICENTE,CÁVADO/RIBEIRAS COSTEIRAS,881,-,-,41.784158,-7.774172,ARH-NORTE,VILA REAL,MONTALEGRE,CHÃ,,-,-,-,-,-,-,
15L/50,TABERNA SECA,TEJO,259,47778.05,18063.07,39.829603,-7.574993,ARH-TEJO,-,-,-,RIBEIRA DA LIRIA,-,-,22-02-2011,-,DQA_ECOL_OPER,ATIVA,
19O/50,TAGARRAIS,GUADIANA,259,285540,240815,39.13098,-7.14384,ARH-ALENTEJO,PORTALEGRE,ARRONCHES,ESPERANÇA,RIBEIRA DO ABRILONGO,-,-,12-05-2009,-,DQA_ECOL_OPER,ATIVA,
05G/06,TAIPAS,AVE,114,183765,502335,41.488166,-8.336147,ARH-NORTE,BRAGA,GUIMARÃES,PRAZINS (SANTA EUFÉMIA),RIO AVE,296.51,59.27,16-11-1993,-,CAPTAÇÃO-75-440 / PISC-CIP-78-659 / NITRATOS / DQA_QUIM_VIG,ATIVA,
13D/01BIV,TAMARGUEIRA (FIGUEIRA DA FOZ) (Biota-Bivalves),OCEANO ATLÂNTICO,-,-,-,40.164275,-8.879514,ARH-CENTRO,-,-,-,,-,-,-,-,-,-,
17G/12,TANCOS,TEJO,30,-,-,39.462056,-8.396309,ARH-TEJO,SANTARÉM,VILA NOVA DA BARQUINHA,TANCOS,,-,-,-,-,-,-,
14N/01,TAPADA DA ARCADA,TEJO,260,-,-,39.979445,-7.332024,ARH-TEJO,CASTELO BRANCO,IDANHA-A-NOVA,OLEDO,,-,-,-,-,-,-,
16M/01,TAPADA DE MORATELE,TEJO,272,-,-,39.509677,-7.433338,ARH-TEJO,PORTALEGRE,CASTELO DE VIDE,NOSSA SENHORA DA GRAÇA DE PÓVOA E MEADAS,,-,-,-,-,-,-,
08O/51,TAPADA DO REGO,DOURO,446,282946,434361,40.8741,-7.1492,UTAD,GUARDA,PINHEL,AZEVO,RIBEIRA DE PESQUINHO OU DO PORQUINHO,-,-,29-04-2010,-,DQA_ECOL_OPER,ATIVA,
08O/52,TAPADA DO REGO (MONTANTE),DOURO,464,283088,432980,40.859714,-7.14665,ARH-NORTE,GUARDA,PINHEL,AZEVO,RIBEIRA DE PESQUINHO OU DO PORQUINHO,-,-,20-05-2014,-,DQA_ECOL_OPER,ATIVA,
14M/05,TAPADA DOS CARVALHOS,TEJO,348,-,-,39.949598,-7.484743,ARH-TEJO,CASTELO BRANCO,CASTELO BRANCO,UNIÃO DAS FREGUESIAS DE PÓVOA DE RIO DE MOINHOS E CAFEDE,,-,-,-,-,-,-,
07K/51,TAROUCA,DOURO,475,231078,450831,41.026012,-7.764995,ARH-NORTE,VISEU,TAROUCA,DÁLVARES,RIBEIRA DE TAROUCA,-,-,23-09-2009,-,CAPTAÇÃO / DQA_ECOL_OPER,ATIVA,
29J/57,TAVILHÃO,GUADIANA,251,11973.05,-252072.9,37.3973893932,-7.99789041116,ARH-ALGARVE,-,-,-,RIBEIRA DO VASCÃO,-,-,16-04-2009,-,DQA_ECOL_VIG,ATIVA,
07L/02,TEDO (QUINTA POLDRAS),DOURO,96,-,-,41.138008,-7.64137,ARH-NORTE,VISEU,ARMAMAR,UNIÃO DAS FREGUESIAS DE VILA SECA E SANTO ADRIÃO,,-,-,-,-,-,-,
07L/53,TEDO (STA. LEOCÁDIA),DOURO,146,242069,461936,41.1255,-7.6322,UTAD,VISEU,TABUAÇO,SANTA LEOCÁDIA,RIO TEDO,-,-,24-05-2010,-,DQA_ECOL_VIG,ATIVA,
07N/52,TEJA (VESÚVIO),DOURO,222,272299,461790,41.120161,-7.271386,UTAD,GUARDA,VILA NOVA DE FOZ CÔA,NUMÃO,RIBEIRA DE TEJA,-,-,27-04-2010,-,DQA_ECOL_VIG,ATIVA,
21B/09F,TEJO - BELÉM (F),TEJO,0,-,-,38.69052,-9.19518,INAG/IPIMAR,SETÚBAL,-,-,RIO TEJO,-,-,06-04-2010,-,EEMA,ATIVA,
21B/09S,TEJO - BELÉM (S),TEJO,0,-,-,38.69052,-9.19518,INAG/IPIMAR,-,-,-,RIO TEJO,-,-,06-04-2010,-,EEMA,ATIVA,
22C/25S,TEJO - BÓIA 14B - CANAL BARREIRO,TEJO,0,115801,188666,38.66143,-9.10046,INAG/IH,-,-,-,RIO TEJO,-,-,24-02-2002,21-09-2004,SP,EXTINTA,
22A/23F,TEJO - BÓIA 2 BARRA SUL (F),OCEANO ATLÂNTICO,0,91088,184470,38.62094,-9.38368,INAG/IH,-,-,-,OCEANO ATLÂNTICO,-,-,24-02-2002,21-09-2004,SP,EXTINTA,
22A/23S,TEJO - BÓIA 2 BARRA SUL (S),OCEANO ATLÂNTICO,0,91088,184470,38.62094,-9.38368,INAG/IH,-,-,-,OCEANO ATLÂNTICO,-,-,24-02-2002,21-09-2004,SP,EXTINTA,
21C/22F,TEJO - CACILHAS (F),TEJO,0,111370,192378,38.69443,-9.15183,INAG/IH,-,-,-,RIO TEJO,-,-,24-02-2002,21-09-2004,SP,EXTINTA,
21C/22S,TEJO - CACILHAS (S),TEJO,0,111370,192378,38.69443,-9.15183,INAG/IH,-,-,-,RIO TEJO,-,-,24-02-2002,21-09-2004,SP,EXTINTA,
20D/03,TEJO - CORTES,TEJO,0,-,-,38.97372,-8.95173,INAG/IPIMAR,LISBOA,VILA FRANCA DE XIRA,-,RIO TEJO,-,-,06-04-2010,-,EEMA,ATIVA,
22A/01,TEJO - COSTA,OCEANO ATLÂNTICO,0,93941,187518,38.64874,-9.35138,INAG/IA,-,-,-,OCEANO ATLÂNTICO,-,-,27-05-2001,-,SP,ATIVA,
21C/10F,TEJO - ESTEIROS MOITA/MONTIJO (F),TEJO,0,-,-,38.69175,-9.01788,ARH-TEJO,-,-,-,RIO TEJO,-,-,01-01-2019,-,DQA,ATIVA,
21C/10S,TEJO - ESTEIROS MOITA/MONTIJO (S),TEJO,0,-,-,38.69175,-9.01788,INAG/IPIMAR,SETÚBAL,-,-,RIO TEJO,-,-,06-04-2010,-,EEMA,ATIVA,
21A/51F,TEJO - ESTUÁRIO EXTERIOR (F),TEJO,0,-,-,38.689499,-9.39275,ARH-TEJO,-,-,-,RIO TEJO,-,-,01-01-2019,-,DQA,ATIVA,
21A/51S,TEJO - ESTUÁRIO EXTERIOR (S),RIBEIRAS DO OESTE,0,-,-,38.689499,-9.39275,-,-,-,-,,-,-,01-01-2019,-,-,ATIVA,
21C/12F,TEJO - FOZ TRANCÃO (F),TEJO,0,-,-,38.79213,-9.0871,ARH-TEJO,-,-,-,RIO TEJO,-,-,01-01-2019,-,-,ATIVA,
21C/12S,TEJO - FOZ TRANCÃO (S),TEJO,0,-,-,38.79213,-9.0871,INAG/IPIMAR,-,-,-,RIO TEJO,-,-,06-04-2010,-,EEMA,ATIVA,
20C/06F,TEJO - MOUCHÃO ALHANDRA (F),TEJO,0,-,-,38.9031,-9.0125,ARH-TEJO,-,-,-,RIO TEJO,-,-,01-01-2019,-,DQA,ATIVA,
20C/06S,TEJO - MOUCHÃO ALHANDRA (S),TEJO,0,-,-,38.9031,-9.0125,INAG/IPIMAR,LISBOA,VILA FRANCA DE XIRA,-,RIO TEJO,-,-,06-04-2010,-,EEMA,ATIVA,
19E/20,TEJO - MUGE,TEJO,2,148308,237541,39.10415,-8.73069,INAG/IH,SANTARÉM,CARTAXO,VALADA,RIO TEJO,69607.35,88.92,24-02-2002,-,SP,REATIVADA,
20C/24,TEJO - SODA PÓVOA,TEJO,0,119599,210460,38.85807,-9.05936,INAG/IH,LISBOA,VILA FRANCA DE XIRA,VILA FRANCA DE XIRA,RIO TEJO,22.85,45.66,24-02-2002,21-09-2004,SP,EXTINTA,
20C/07F,TEJO - SODA PÓVOA B (F),TEJO,0,-,-,38.85583,-9.06123,ARH-TEJO,-,-,-,RIO TEJO,-,-,01-01-2019,-,DQA,ATIVA,
20C/07S,TEJO - SODA PÓVOA B (S),TEJO,0,-,-,38.85583,-9.06123,INAG/IPIMAR,LISBOA,VILA FRANCA DE XIRA,-,RIO TEJO,-,-,06-04-2010,-,EEMA,ATIVA,
17D/21,TEJO - TE1A,TEJO,0,125330,219833,38.943,-8.99436,INAG/IH,LISBOA,VILA FRANCA DE XIRA,VILA FRANCA DE XIRA,RIO TEJO,-,-,21-03-2003,21-09-2004,SP,EXTINTA,
21C/11F,TEJO - WB1 - A (F),TEJO,0,-,-,38.69428,-9.10003,INAG/IPIMAR,-,-,-,RIO TEJO,-,-,06-04-2010,-,EEMA,ATIVA,
21C/11S,TEJO - WB1 - A (S),TEJO,0,-,-,38.69428,-9.10003,INAG/IPIMAR,-,-,-,RIO TEJO,-,-,06-04-2010,-,EEMA,ATIVA,
21C/09F,TEJO - WB2 - A (F),TEJO,0,-,-,38.75577,-9.02895,INAG/IPIMAR,-,-,-,RIO TEJO,-,-,06-04-2010,-,EEMA,ATIVA,
21C/09S,TEJO - WB2 - A (S),TEJO,0,-,-,38.75577,-9.02895,INAG/IPIMAR,-,-,-,RIO TEJO,-,-,06-04-2010,-,EEMA,ATIVA,
21D/01F,TEJO - WB2 - B (Fundo),TEJO,0,-,-,38.78862,-8.99877,-,-,-,-,RIO TEJO,-,-,01-01-2009,-,-,ATIVA,
21D/01S,TEJO - WB2 - B (Sup),TEJO,0,-,-,38.78862,-8.99877,INAG/IPIMAR,-,-,-,RIO TEJO,-,-,06-04-2010,-,EEMA,ATIVA,
20C/08F,TEJO - WB2 - C (F),TEJO,0,-,-,38.8452,-9.02613,ARH-TEJO,-,-,-,RIO TEJO,-,-,01-01-2019,-,DQA,ATIVA,
20C/08S,TEJO - WB2 - C (S),TEJO,0,-,-,38.8452,-9.02613,INAG/IPIMAR,-,-,-,RIO TEJO,-,-,06-04-2010,-,EEMA,ATIVA,
09G/08,TELHADELA,VOUGA/RIBEIRAS COSTEIRAS,116,-,-,40.757767,-8.447527,ARH-CENTRO,AVEIRO,ALBERGARIA-A-VELHA,RIBEIRA DE FRÁGUAS,,-,-,-,-,-,-,
29M/01,TENÊNCIA,GUADIANA,11,257308,44751,37.366268,-7.486301,ARH-ALGARVE,FARO,CASTRO MARIM,ODELEITE,RIBEIRA DA FOUPANA,396.71,28.03,25-10-1989,05-02-2013,IMPACTO / FLUXO-LE / DQA_QUIM_VIG,EXTINTA,
19B/03,TERMAS CUCOS,RIBEIRAS DO OESTE,35,-,-,39.090886,-9.242794,DGA,-,-,-,RIO SIZANDRO,-,-,04-12-1985,23-05-1990,DGA,EXTINTA,
11O/03,TERMAS DO CRÓ,DOURO,685,-,-,40.44414,-7.04307,ARH-NORTE,GUARDA,SABUGAL,UNIÃO DAS FREGUESIAS DE SEIXO DO CÔA E VALE LONGO,,-,-,-,-,-,-,
06K/05,TERRAGIDO_est 1 - CCHE,DOURO,327,-,-,41.28943,-7.74639,EDP,VILA REAL,VILA REAL,FOLHADELA,RIO CORGO,-,-,01-01-2011,-,TURH,ATIVA,
06K/06,TERRAGIDO_est 2 - CCHE,DOURO,323,-,-,41.29081,-7.74861,EDP,VILA REAL,VILA REAL,VILA REAL (SÃO DINIS),RIO CABRIL,-,-,01-01-2011,-,TURH,ATIVA,
06K/07,TERRAGIDO_est 3 - CCHE,DOURO,205,-,-,41.27269,-7.75005,EDP,VILA REAL,VILA REAL,PARADA DE CUNHOS,RIO CORGO,-,-,01-01-2011,-,TURH,ATIVA,
06K/08,TERRAGIDO_est 4 - CCHE,DOURO,152,-,-,41.24526,-7.75694,EDP,VILA REAL,SANTA MARTA DE PENAGUIÃO,CUMIEIRA,RIO CORGO,-,-,01-01-2011,-,TURH,ATIVA,
09G/10,TERREIRINHO,VOUGA/RIBEIRAS COSTEIRAS,46,-,-,40.676233,-8.411512,ARH-CENTRO,AVEIRO,ÁGUEDA,MACINHATA DO VOUGA,,-,-,-,-,-,-,
06K/52,TIMPEIRA,DOURO,419,233982,482518,41.31014,-7.72691,UTAD,VILA REAL,VILA REAL,VILA REAL (NOSSA SENHORA DA CONCEIÇÃO),RIO CORGO,-,-,29-06-2010,-,DQA_ECOL_VIG,ATIVA,
05M/53,TINHELA (Martim),DOURO,239,261155,487976,41.3587,-7.4023,UTAD,VILA REAL,ALIJÓ,SANTA EUGÉNIA,RIO TINHELA,-,-,07-05-2010,-,DQA_ECOL_VIG,ATIVA,
16G/03,TOMAR,TEJO,52,176188,292666,39.602879,-8.410801,CCDR-LVT,SANTARÉM,TOMAR,SANTA MARIA DOS OLIVAIS,RIO NABÃO,710.53,173.4,10-11-1993,13-09-2000,Fluxo,EXTINTA,
28F/55,TORGAL - JUSANTE,MIRA,19,156648,74196,37.63315,-8.62422,ARH-ALENTEJO,BEJA,ODEMIRA,ODEMIRA (SÃO SALVADOR),RIBEIRA DO TORGAL,-,-,20-04-2009,-,DQA_ECOL_VIG,ATIVA,
03O/02,TORGA_est 1 Montante Tuela - CCHE,DOURO,338,-,-,41.73134,-7.10369,EDP,BRAGANÇA,VINHAIS,VALE DAS FONTES,RIO BACEIRO,-,-,01-01-2011,-,TURH,ATIVA,
03O/03,TORGA_est 2 Intermédio - CCHE,DOURO,326,-,-,41.713292,-7.113335,EDP,BRAGANÇA,VINHAIS,VALE DAS FONTES,RIO BACEIRO,-,-,01-01-2011,-,TURH,ATIVA,
03O/04,TORGA_est 3 Jusante - CCHE,DOURO,277,-,-,41.699372,-7.123002,EDP,BRAGANÇA,VINHAIS,VALE DAS FONTES,RIO TUELA,-,-,01-01-2011,-,TURH,ATIVA,
17C/02,TORNADA,RIBEIRAS DO OESTE,9,115070,277292,39.461096,-9.120054,ARH-TEJO,LEIRIA,CALDAS DA RAINHA,TORNADA,RIO TORNADA,118.89,7.41,26-04-1989,-,IMPACTO,REATIVADA,
05K/52,TORNO (POVOAÇÃO),DOURO,877,236281,501261,41.4798,-7.6988,UTAD,VILA REAL,VILA POUCA DE AGUIAR,LIXA DO ALVÃO,RIO LOUREDO,-,-,05-05-2010,-,DQA_ECOL_OPER,ATIVA,
12G/50,TORRE DE VILELA,MONDEGO,18,-25347.74,67450.67,40.2753516,-8.4311419,ARH-CENTRO,COIMBRA,COIMBRA,TORRE DE VILELA,RIO DOS FORNOS,-,-,12-03-2013,-,DQA_ECOL_OPER,ATIVA,
20B/01,TORRE TROTOS,TEJO,105,106504,211308,38.86441,-9.21031,CCDR-LVT,LISBOA,LOURES,LOURES,RIBEIRA DE LOURES,34.83,55.65,09-01-1996,18-03-2004,Fluxo,EXTINTA,
03F/16,TORRINHA,LIMA,45,-,-,41.73074,-8.57699,ARH-NORTE,VIANA DO CASTELO,PONTE DE LIMA,REBORDÕES (SANTA MARIA),,-,-,-,-,-,-,
24H/03,TORRÃO ALENTEJO,SADO,51,191096,148019,38.29922,-8.23488,ARH-ALENTEJO,SETÚBAL,ALCÁCER DO SAL,TORRÃO,RIBEIRA DO XARRAMA,-,-,25-03-2009,-,DQA_ECOL_OPER,ATIVA,
08M/01,TORTO,DOURO,732,266587,447476,40.99365,-7.34178,ARH-NORTE,GUARDA,MÊDA,RANHADOS,RIO TORTO,44.15,170.64,28-03-2000,-,PISC-SALM-2,ATIVA,
08M/50,TORTO (A-DO-BISPO),DOURO,748,265597,445006,40.975427,-7.349082,UTAD,VISEU,PENEDONO,PENEDONO,,-,-,25-05-2010,-,DQA_ECOL_VIG,ATIVA,
07M/50,TORTO - JUS. ALB. RANHADOS,DOURO,688,266962,449301,41.0101,-7.3371,UTAD,GUARDA,MÊDA,RANHADOS,,-,-,27-04-2010,-,DQA_ECOL_OPER,ATIVA,
07L/52,TORTO - QUINTA NOVA,DOURO,125,252455,466153,41.1629,-7.5081,UTAD,VISEU,SÃO JOÃO DA PESQUEIRA,ERVEDOSA DO DOURO,,-,-,24-05-2010,-,DQA_ECOL_VIG,ATIVA,
18B/05,TOXOFAL,RIBEIRAS DO OESTE,21,-,-,39.258804,-9.300544,ARH-TEJO,LISBOA,LOURINHÃ,UNIÃO DAS FREGUESIAS DE LOURINHÃ E ATALAIA,,-,-,-,-,-,-,
17H/02,TRAMAGAL,TEJO,19,192047,276031,39.45234,-8.2255,ARH-TEJO,SANTARÉM,ABRANTES,TRAMAGAL,RIO TEJO,62148.16,165.05,14-01-1992,-,FLUXO / DQA_ECOL_OPER,ATIVA,
01H/04,TRANCOSO (BARXAS),MINHO,202,-,-,42.135569,-8.188879,ARH-NORTE,VIANA DO CASTELO,MELGAÇO,CRISTOVAL,,-,-,-,-,-,-,
TRAN_AVE_1,TRAN_AVE_1,,-,148723,485471,,,-,-,-,-,,-,-,-,-,-,-,
TRAN_AVE_3,TRAN_AVE_3,,-,150565,488505,,,-,-,-,-,,-,-,-,-,-,-,
TRAN_AVO_1,TRAN_AVO_1,,-,148861,406914,,,-,-,-,-,,-,-,-,-,-,-,
TRAN_AVO_11,TRAN_AVO_11,,-,154448,406822,,,-,-,-,-,,-,-,-,-,-,-,
TRAN_AVO_12,TRAN_AVO_12,,-,153093,402606,,,-,-,-,-,,-,-,-,-,-,-,
TRAN_AVO_14,TRAN_AVO_14,,-,152733,412437,,,-,-,-,-,,-,-,-,-,-,-,
TRAN_AVO_17,TRAN_AVO_17,,-,153371,416952,,,-,-,-,-,,-,-,-,-,-,-,
TRAN_AVO_19,TRAN_AVO_19,,-,158729,417413,,,-,-,-,-,,-,-,-,-,-,-,
TRAN_AVO_25,TRAN_AVO_25,,-,156600,426894,,,-,-,-,-,,-,-,-,-,-,-,
TRAN_AVO_6,TRAN_AVO_6,,-,149537,410217,,,-,-,-,-,,-,-,-,-,-,-,
TRAN_AVO_8,TRAN_AVO_8,,-,153446,409400,,,-,-,-,-,,-,-,-,-,-,-,
TRAN_AVO_9,TRAN_AVO_9,,-,156010,409476,,,-,-,-,-,,-,-,-,-,-,-,
TRAN_CAV_2,TRAN_CAV_2,,-,146276,505631,,,-,-,-,-,,-,-,-,-,-,-,
TRAN_CAV_5,TRAN_CAV_5,,-,153877,505959,,,-,-,-,-,,-,-,-,-,-,-,
TRAN_DOU_2,TRAN_DOU_2,,-,155805,463902,,,-,-,-,-,,-,-,-,-,-,-,
TRAN_DOU_4,TRAN_DOU_4,,-,162861,463426,,,-,-,-,-,,-,-,-,-,-,-,
TRAN_DOU_5,TRAN_DOU_5,,-,165634,460737,,,-,-,-,-,,-,-,-,-,-,-,
TRAN_DOU_6,TRAN_DOU_6,,-,167334,457676,,,-,-,-,-,,-,-,-,-,-,-,
TRAN_GUA_12,TRAN_GUA_12,,-,258902,55665,,,-,-,-,-,,-,-,-,-,-,-,
TRAN_GUA_13,TRAN_GUA_13,,-,259060,58333,,,-,-,-,-,,-,-,-,-,-,-,
TRAN_GUA_16,TRAN_GUA_16,,-,252289,65025,,,-,-,-,-,,-,-,-,-,-,-,
TRAN_GUA_4,TRAN_GUA_4,,-,263800,28051,,,-,-,-,-,,-,-,-,-,-,-,
TRAN_GUA_7,TRAN_GUA_7,,-,262611,31605,,,-,-,-,-,,-,-,-,-,-,-,
TRAN_GUA_9,TRAN_GUA_9,,-,261076,42746,,,-,-,-,-,,-,-,-,-,-,-,
TRAN_LIM_1,TRAN_LIM_1,,-,141418,523069,,,-,-,-,-,,-,-,-,-,-,-,
TRAN_LIM_2,TRAN_LIM_2,,-,143458,525086,,,-,-,-,-,,-,-,-,-,-,-,
TRAN_LIM_4,TRAN_LIM_4,,-,148911,525808,,,-,-,-,-,,-,-,-,-,-,-,
TRAN_LIM_5,TRAN_LIM_5,,-,152393,527515,,,-,-,-,-,,-,-,-,-,-,-,
TRAN_LIM_8,TRAN_LIM_8,,-,161313,532614,,,-,-,-,-,,-,-,-,-,-,-,
TRAN_MIN_1,TRAN_MIN_1,,-,138802,543802,,,-,-,-,-,,-,-,-,-,-,-,
TRAN_MIN_10,TRAN_MIN_10,,-,148349,551893,,,-,-,-,-,,-,-,-,-,-,-,
TRAN_MIN_14,TRAN_MIN_14,,-,155705,559103,,,-,-,-,-,,-,-,-,-,-,-,
TRAN_MIN_3,TRAN_MIN_3,,-,140494,545951,,,-,-,-,-,,-,-,-,-,-,-,
TRAN_MIN_5,TRAN_MIN_5,,-,142332,547903,,,-,-,-,-,,-,-,-,-,-,-,
TRAN_MIR_1,TRAN_MIR_1,,-,143298,84261,,,-,-,-,-,,-,-,-,-,-,-,
TRAN_MIR_4,TRAN_MIR_4,,-,148254,77329,,,-,-,-,-,,-,-,-,-,-,-,
TRAN_MON_1,TRAN_MON_1,,-,138530,353260,,,-,-,-,-,,-,-,-,-,-,-,
TRAN_MON_5,TRAN_MON_5,,-,147264,352742,,,-,-,-,-,,-,-,-,-,-,-,
TRAN_MON_6,TRAN_MON_6,,-,152382,352759,,,-,-,-,-,,-,-,-,-,-,-,
TRAN_SAD_17,TRAN_SAD_17,,-,142410,166495,,,-,-,-,-,,-,-,-,-,-,-,
TRAN_SAD_2,TRAN_SAD_2,,-,130705,169564,,,-,-,-,-,,-,-,-,-,-,-,
TRAN_SAD_20,TRAN_SAD_20,,-,147420,163005,,,-,-,-,-,,-,-,-,-,-,-,
TRAN_SAD_27,TRAN_SAD_27,,-,166648,155757,,,-,-,-,-,,-,-,-,-,-,-,
TRAN_SAD_3,TRAN_SAD_3,,-,132643,171295,,,-,-,-,-,,-,-,-,-,-,-,
TRAN_SAD_36,TRAN_SAD_36,,-,146505,172113,,,-,-,-,-,,-,-,-,-,-,-,
TRAN_TEJ_17,TRAN_TEJ_17,,-,115977,188550,,,-,-,-,-,,-,-,-,-,-,-,
TRAN_TEJ_3,TRAN_TEJ_3,,-,92367,187260,,,-,-,-,-,,-,-,-,-,-,-,
TRAN_TEJ_32,TRAN_TEJ_32,,-,118033,207296,,,-,-,-,-,,-,-,-,-,-,-,
TRAN_TEJ_43,TRAN_TEJ_43,,-,125487,217128,,,-,-,-,-,,-,-,-,-,-,-,
TRAN_TEJ_9,TRAN_TEJ_9,,-,112902,192385,,,-,-,-,-,,-,-,-,-,-,-,
14J/01,TROVISCAL,TEJO,384,211690,322198,39.868242,-7.993855,ARH-TEJO,CASTELO BRANCO,SERTÃ,TROVISCAL,RIBEIRA DA SERTA,164.81,241.75,11-02-2002,-,PISC-CIP,ATIVA,
02F/02,TRUTICULTURA (JUS.),MINHO,276,162748,549874,41.916252,-8.58289,CCDR-NORTE,VIANA DO CASTELO,PAREDES DE COURA,FORMARIZ,RIO COURA,68.35,36.91,06-01-1999,05-01-2000,IMPACTO,EXTINTA,
02F/03,TRUTICULTURA (MONT.),MINHO,287,163385,549951,41.917473,-8.573983,CCDR-NORTE,VIANA DO CASTELO,PAREDES DE COURA,FORMARIZ,RIO COURA,67.03,37.76,06-01-1999,-,FLUXO / PISC-SALM-78-659,ATIVA,
07H/50,TRÓIA,DOURO,17,185901,455266,41.063523,-8.296876,UTAD,AVEIRO,CASTELO DE PAIVA,SANTA MARIA DE SARDOURA,RIO SARDOURA,-,-,09-06-2010,-,DQA_ECOL_VIG,ATIVA,
30E/57F,TW - ALJEZUR (F),RIBEIRAS DO ALGARVE,6,-,-,37.328159,-8.823597,-,-,-,-,,-,-,01-01-2019,-,DQA,ATIVA,
30E/57S,TW - ALJEZUR (S),RIBEIRAS DO ALGARVE,6,-,-,37.328159,-8.823597,-,-,-,-,,-,-,01-01-2017,-,-,ATIVA,
31F/52F,TW - ARADE - MEXILHOEIRA CARREGAÇÃO (F),ARADE,0,-,-,37.16409,-8.502819,-,-,-,-,,-,-,01-01-2019,-,DQA,ATIVA,
31F/52S,TW - ARADE - MEXILHOEIRA CARREGAÇÃO (S),ARADE,0,-,-,37.16409,-8.502819,-,-,-,-,,-,-,01-01-2017,-,-,ATIVA,
31F/51S,TW - ARADE - RIBEIRA DA BOINA (S),ARADE,1,-,-,37.151717,-8.520414,-,-,-,-,,-,-,01-01-2017,-,-,ATIVA,
